CHAVE;EMPRESA;ANO;MES;DATA;CLIENTE;DOC;PRODUTO;QTD;PRECO;VALOR;DESC;CAIXA;FORMA;TIPO;VENDEDOR;GRUPO;SUBGRUPO
;T CASA 01 - Matriz;2025;9;26/09/2025;VENDA CONSUMIDOR;9179;NIPEL ROSCA;3;1,4;4,2;0;1;BANCO;CUPOM MANUAL;HC BARBOSA;BASICO/HIDRAULICA;NIPLE
;T CASA 01 - Matriz;2025;9;26/09/2025;VENDA CONSUMIDOR;9200;TRINCHA MEDIA BRANCA CABO LR - 0653 1;1;4,2;4,2;0;1;CARTÃO;CUPOM MANUAL;HC NAZARENO;TINTA/IMPERM/COMPLEM;TRINCHA
;T CASA 01 - Matriz;2025;9;27/09/2025;VENDA CONSUMIDOR;9221;TE ROSCA;1;4,2;4,2;0;1;CARTÃO;CUPOM MANUAL;HC BARBOSA;BASICO/HIDRAULICA;TE
;T CASA 01 - Matriz;2025;9;27/09/2025;VENDA CONSUMIDOR;9224;TRINCHA MEDIA BRANCA CABO LR - 0653 1;1;4,2;4,2;0;1;CARTÃO;CUPOM MANUAL;HC NAZARENO;TINTA/IMPERM/COMPLEM;TRINCHA
;T CASA 01 - Matriz;2025;9;27/09/2025;VENDA CONSUMIDOR;9233;JOELHO ESGOTO 90GR;2;2,1;4,2;0;1;BANCO;CUPOM MANUAL;HC NAZARENO;BASICO/HIDRAULICA;JOELHO
;T CASA 01 - Matriz;2025;9;27/09/2025;VENDA CONSUMIDOR;9260;PARAFUSO MADEIRA PHILIPS 4,2X50 - 412578;14;0,3;4,2;0;1;CARTÃO;CUPOM MANUAL;HC FRANCISCO;FERRAGENS/FECHADURAS;PARAFUSO
;T CASA 01 - Matriz;2025;9;28/09/2025;VENDA CONSUMIDOR;11792;JOELHO ESGOTO 90GR;2;2,1;4,2;0;2;BANCO;DAV;HC RENATA;BASICO/HIDRAULICA;JOELHO
;T CASA 01 - Matriz;2025;9;29/09/2025;VENDA CONSUMIDOR;11844;PLUG MACHO 2P 10A COLORIDO;1;4,2;4,2;0;2;DINHEIRO;CUPOM MANUAL;HC RENATO;ELETRICO/ILUMINACAO;PLUG
;T CASA 01 - Matriz;2025;10;02/10/2025;VENDA CONSUMIDOR;11983;LAMINA ESTILETE 18MM;1;4,2;4,2;0;2;DINHEIRO;CUPOM MANUAL;HC RENATO;FERRAMENTA/MAQU/EPI;FERRAMENTARIA
;T CASA 01 - Matriz;2025;10;02/10/2025;VENDA CONSUMIDOR;11985;TE ROSCA;1;4,2;4,2;0;2;DINHEIRO;CUPOM MANUAL;HC RENATA;BASICO/HIDRAULICA;TE
;T CASA 01 - Matriz;2025;10;01/10/2025;VENDA CONSUMIDOR;9438;PORCA SEXT.ROSCA GROSSA UNC;21;0,2;4,2;0;1;BANCO;CUPOM MANUAL;HC NAZARENO;FERRAGENS/FECHADURAS;PORCA
;T CASA 01 - Matriz;2025;10;02/10/2025;VENDA CONSUMIDOR;11995;DISCO CORTE MET 4.1-2X1,00X22,2;2;2,1;4,2;0;2;CARTÃO;CUPOM MANUAL;HC RENATO;FERRAMENTA/MAQU/EPI;DISCO
;T CASA 01 - Matriz;2025;10;03/10/2025;VENDA CONSUMIDOR;12015;CAIXA LUZ 4X2 PRETA;6;0,7;4,2;0;2;BANCO;CUPOM MANUAL;HC RENATO;ELETRICO/ILUMINACAO;CAIXA LUZ
;T CASA 01 - Matriz;2025;10;03/10/2025;VENDA CONSUMIDOR;9593;CORDA PET TRANCADA CR 4MM;3;1,4;4,2;0;1;DINHEIRO;CUPOM MANUAL;HC MARIA RAIMUNDA;BASICO/HIDRAULICA;CORDA
;T CASA 01 - Matriz;2025;10;04/10/2025;VENDA CONSUMIDOR;9658;LIXA MASSA GR 150 - HB 004070874;3;1,4;4,2;0;1;CARTÃO;CUPOM MANUAL;HC BARBOSA;TINTA/IMPERM/COMPLEM;LIXA
;T CASA 01 - Matriz;2025;10;04/10/2025;VENDA CONSUMIDOR;9671;LIXA FERRO GR 80;1;4,2;4,2;0;1;BANCO;CUPOM MANUAL;HC FRANCISCO;TINTA/IMPERM/COMPLEM;LIXA
;T CASA 01 - Matriz;2025;10;04/10/2025;VENDA CONSUMIDOR;9687;MANGUEIRA CRISTAL TRANCADA TRANSP PT250;1;4,2;4,2;0;1;CARTÃO;CUPOM MANUAL;HC MARIA RAIMUNDA;FERRAGENS/FECHADURAS;MANGUEIRA
;T CASA 01 - Matriz;2025;10;05/10/2025;VENDA CONSUMIDOR;12145;LAMINA ESTILETE 18MM;1;4,2;4,2;0;2;CARTÃO;CUPOM MANUAL;HC BARBOSA;FERRAMENTA/MAQU/EPI;FERRAMENTARIA
;T CASA 01 - Matriz;2025;10;07/10/2025;VENDA CONSUMIDOR;9864;NIPEL ROSCA;3;1,4;4,2;0;1;DINHEIRO;CUPOM MANUAL;HC MILTON;BASICO/HIDRAULICA;NIPLE
;T CASA 01 - Matriz;2025;10;08/10/2025;VENDA CONSUMIDOR;21121;TE ROSCA;1;4,2;4,2;0;3;DINHEIRO;CUPOM MANUAL;HC MARCELO;BASICO/HIDRAULICA;TE
;T CASA 01 - Matriz;2025;10;08/10/2025;VENDA CONSUMIDOR;21147;NIPEL ROSCA;3;1,4;4,2;0;3;CARTÃO;CUPOM MANUAL;HC RENATA;BASICO/HIDRAULICA;NIPLE
;T CASA 01 - Matriz;2025;10;10/10/2025;VENDA CONSUMIDOR;12413;PARAFUSO MADEIRA FENDA CAB.CHATA;20;0,21;4,2;0;2;CARTÃO;CUPOM MANUAL;HC BARBOSA;FERRAGENS/FECHADURAS;PARAFUSO
;T CASA 01 - Matriz;2025;10;11/10/2025;VENDA CONSUMIDOR;21220;MASCARA FACIAL PFF2 (S) S. VALVULA - 445;2;2,1;4,2;0;3;CARTÃO;CUPOM MANUAL;HC BARBOSA;FERRAMENTA/MAQU/EPI;MASCARA
;T CASA 01 - Matriz;2025;10;11/10/2025;VENDA CONSUMIDOR;12489;LAMINA ESTILETE 18MM;1;4,2;4,2;0;2;CARTÃO;CUPOM MANUAL;HC RENATA;FERRAMENTA/MAQU/EPI;FERRAMENTARIA
;T CASA 01 - Matriz;2025;10;13/10/2025;VENDA CONSUMIDOR;12511;TRINCHA MEDIA BRANCA CABO LR - 0653 1;1;4,2;4,2;0;2;CARTÃO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;TRINCHA
;T CASA 01 - Matriz;2025;10;13/10/2025;VENDA CONSUMIDOR;12519;BUCHA FIXA BRANCA 6 - 19990;21;0,2;4,2;0;2;CARTÃO;CUPOM MANUAL;HC BARBOSA;FERRAGENS/FECHADURAS;BUCHA
;T CASA 01 - Matriz;2025;10;13/10/2025;VENDA CONSUMIDOR;12519;PARAFUSO CAB.CHATA F.PHILLIPS - 3,8X40 B;21;0,2;4,2;0;2;CARTÃO;CUPOM MANUAL;HC BARBOSA;FERRAGENS/FECHADURAS;PARAFUSO
;T CASA 01 - Matriz;2025;10;14/10/2025;CONSORCIO TL 01/2025;13051;LUVA ESGOTO;2;2,1;4,2;0;;A PRAZO;NFDAV;HC VICENTE;BASICO/HIDRAULICA;LUVA
;T CASA 01 - Matriz;2025;10;14/10/2025;VENDA CONSUMIDOR;21301;TRINCHA MEDIA BRANCA CABO LR - 0653 1;1;4,2;4,2;0;3;CARTÃO;CUPOM MANUAL;HC MARIA RAIMUNDA;TINTA/IMPERM/COMPLEM;TRINCHA
;T CASA 01 - Matriz;2025;10;14/10/2025;VENDA CONSUMIDOR;10102;LIXA MASSA GR 150 - HB 004070874;3;1,4;4,2;0;1;CARTÃO;CUPOM MANUAL;HC NAZARENO;TINTA/IMPERM/COMPLEM;LIXA
;T CASA 01 - Matriz;2025;10;14/10/2025;VENDA CONSUMIDOR;12544;TRINCHA MEDIA BRANCA CABO LR - 0653 1;1;4,2;4,2;0;2;CARTÃO;CUPOM MANUAL;HC NAZARENO;TINTA/IMPERM/COMPLEM;TRINCHA
;T CASA 01 - Matriz;2025;10;15/10/2025;VENDA CONSUMIDOR;21330;BROCA METAL 4MM;3;1,4;4,2;0;3;CARTÃO;CUPOM MANUAL;HC NAZARENO;FERRAMENTA/MAQU/EPI;BROCA
;T CASA 01 - Matriz;2025;10;15/10/2025;VENDA CONSUMIDOR;21344;NIPEL ROSCA;3;1,4;4,2;0;3;BANCO;CUPOM MANUAL;HC MILTON;BASICO/HIDRAULICA;NIPLE
;T CASA 01 - Matriz;2025;10;15/10/2025;VENDA CONSUMIDOR;21344;TE ROSCA;1;4,2;4,2;0;3;BANCO;CUPOM MANUAL;HC MILTON;BASICO/HIDRAULICA;TE
;T CASA 01 - Matriz;2025;10;15/10/2025;VENDA CONSUMIDOR;21364;TE ROSCA;1;4,2;4,2;0;3;CARTÃO;DAV;HC NAZARENO;BASICO/HIDRAULICA;TE
;T CASA 01 - Matriz;2025;10;16/10/2025;VENDA CONSUMIDOR;21377;JOELHO ESGOTO 90GR;2;2,1;4,2;0;3;CARTÃO;CUPOM MANUAL;HC RENATO;BASICO/HIDRAULICA;JOELHO
;T CASA 01 - Matriz;2025;10;16/10/2025;VENDA CONSUMIDOR;10164;TRINCHA MEDIA BRANCA CABO LR - 0653 1;1;4,2;4,2;0;1;CARTÃO;CUPOM MANUAL;HC NAZARENO;TINTA/IMPERM/COMPLEM;TRINCHA
;T CASA 01 - Matriz;2025;10;17/10/2025;VENDA CONSUMIDOR;10190;LAMINA ESTILETE 18MM;1;4,2;4,2;0;1;CARTÃO;CUPOM MANUAL;HC CESAR;FERRAMENTA/MAQU/EPI;FERRAMENTARIA
;T CASA 01 - Matriz;2025;10;18/10/2025;VENDA CONSUMIDOR;21463;LIXA MASSA GR 150 - HB 004070874;3;1,4;4,2;0;3;CARTÃO;DAV;HC NAZARENO;TINTA/IMPERM/COMPLEM;LIXA
;T CASA 01 - Matriz;2025;10;18/10/2025;VENDA CONSUMIDOR;12681;TE ROSCA;1;4,2;4,2;0;2;DINHEIRO;CUPOM MANUAL;HC CESAR;BASICO/HIDRAULICA;TE
;T CASA 01 - Matriz;2025;10;19/10/2025;VENDA CONSUMIDOR;10271;LUVA SOLDA - 10170207 20MM;7;0,6;4,2;0;1;BANCO;CUPOM MANUAL;HC RENATO;BASICO/HIDRAULICA;LUVA
;T CASA 01 - Matriz;2025;10;20/10/2025;VENDA CONSUMIDOR;10307;TRINCHA MEDIA BRANCA CABO LR - 0653 1;1;4,2;4,2;0;1;BANCO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;TRINCHA
;T CASA 01 - Matriz;2025;10;21/10/2025;VENDA CONSUMIDOR;10377;TE ROSCA;1;4,2;4,2;0;1;CARTÃO;CUPOM MANUAL;HC MARCELO;BASICO/HIDRAULICA;TE
;T CASA 01 - Matriz;2025;10;21/10/2025;VENDA CONSUMIDOR;12786;BROCA METAL 4MM;3;1,4;4,2;0;2;DINHEIRO;CUPOM MANUAL;HC MILTON;FERRAMENTA/MAQU/EPI;BROCA
;T CASA 01 - Matriz;2025;10;22/10/2025;IT CENTER;13230;LIXA MASSA GR 150 - HB 004070874;3;1,4;4,2;0;;A PRAZO;NFDAV;VENDEDOR PADRAO;TINTA/IMPERM/COMPLEM;LIXA
;T CASA 01 - Matriz;2025;10;23/10/2025;VENDA CONSUMIDOR;10467;PITAO ACO 5,5X70 BUCHA 8 ZC;6;0,7;4,2;0,1;1;BANCO;DAV;HC MARIA RAIMUNDA;FERRAGENS/FECHADURAS;PITOES
;T CASA 01 - Matriz;2025;10;28/10/2025;VENDA CONSUMIDOR;12967;TE ROSCA;1;4,2;4,2;0;2;CARTÃO;CUPOM MANUAL;HC BARBOSA;BASICO/HIDRAULICA;TE
;T CASA 01 - Matriz;2025;10;30/10/2025;VENDA CONSUMIDOR;10748;LIXA MASSA GR 150 - HB 004070874;3;1,4;4,2;0;1;CARTÃO;CUPOM MANUAL;HC CESAR;TINTA/IMPERM/COMPLEM;LIXA
;T CASA 01 - Matriz;2025;10;30/10/2025;VENDA CONSUMIDOR;13045;LAMINA ESTILETE 18MM;1;4,2;4,2;0;2;DINHEIRO;CUPOM MANUAL;HC BARBOSA;FERRAMENTA/MAQU/EPI;FERRAMENTARIA
;T CASA 01 - Matriz;2025;11;01/11/2025;VENDA CONSUMIDOR;10804;LIXA D AGUA GR 180;1;4,2;4,2;0;1;DINHEIRO;CUPOM MANUAL;HC MARIA RAIMUNDA;TINTA/IMPERM/COMPLEM;LIXA
;T CASA 01 - Matriz;2025;11;03/11/2025;VENDA CONSUMIDOR;10908;TE ROSCA;1;4,2;4,2;0;1;DINHEIRO;CUPOM MANUAL;HC MARINETE;BASICO/HIDRAULICA;TE
;T CASA 01 - Matriz;2025;11;05/11/2025;VENDA CONSUMIDOR;10991;CAP SOLDA;3;1,4;4,2;0;1;CARTÃO;CUPOM MANUAL;HC MARCELO;BASICO/HIDRAULICA;CAP
;T CASA 01 - Matriz;2025;11;05/11/2025;VENDA CONSUMIDOR;10996;LUVA ESGOTO;2;2,1;4,2;0;1;DINHEIRO;CUPOM MANUAL;HC RENATO;BASICO/HIDRAULICA;LUVA
;T CASA 01 - Matriz;2025;5;22/05/2025;VENDA CONSUMIDOR;2779;TRINCHA CERDA GRIS;1;4,19;4,19;0,31;1;CARTÃO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;TRINCHA
;T CASA 01 - Matriz;2025;10;26/10/2025;VENDA CONSUMIDOR;10608;CAIXA LUZ 4X2 AMARELA - 57500044;3;1,396666667;4,19;0,1;1;BANCO;CUPOM MANUAL;HC CESAR;ELETRICO/ILUMINACAO;CAIXA LUZ
;T CASA 01 - Matriz;2025;4;30/04/2025;VENDA CONSUMIDOR;1785;LIXA FERRO GR 100;1;4,18;4,18;0,22;1;CARTÃO;CUPOM MANUAL;HC CESAR;TINTA/IMPERM/COMPLEM;LIXA
;T CASA 01 - Matriz;2025;5;03/05/2025;VENDA CONSUMIDOR;1967;COBRE BOLO;1;4,18;4,18;0;1;CARTÃO;CUPOM MANUAL;HC FRANCISCO;UD/JARD/PRES/DECOR;UD CASA
;T CASA 01 - Matriz;2025;5;04/05/2025;CLIENTE PADRAO;5462;BROCA CONCRETO 5X85MM;1;4,18;4,18;0,22;2;BANCO;DAV;HC MILTON;FERRAMENTA/MAQU/EPI;BROCA
;T CASA 01 - Matriz;2025;5;09/05/2025;VENDA CONSUMIDOR;2316;TRINCHA CERDA GRIS;1;4,18;4,18;0,32;1;BANCO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;TRINCHA
;T CASA 01 - Matriz;2025;6;06/06/2025;VENDA CONSUMIDOR;3610;ROLO ESPUMA AMARELO C.CABO 9CM - 1109;1;4,18;4,18;0,22;1;BANCO;CUPOM MANUAL;HC MILTON;TINTA/IMPERM/COMPLEM;ROLO
;T CASA 01 - Matriz;2025;8;01/08/2025;VENDA CONSUMIDOR;9423;ROLO ESPUMA AMARELO C.CABO 9CM - 1109;1;4,18;4,18;0,22;2;BANCO;CUPOM MANUAL;HC FRANCISCO;TINTA/IMPERM/COMPLEM;ROLO
;T CASA 01 - Matriz;2025;8;13/08/2025;VENDA CONSUMIDOR;9801;ROLO LA POLIESTER 04CM;2;2,09;4,18;0,11;2;BANCO;CUPOM MANUAL;HC MILTON;TINTA/IMPERM/COMPLEM;ROLO
;T CASA 01 - Matriz;2025;9;27/09/2025;VENDA CONSUMIDOR;9269;FIBRA LIMPEZA PESADA 100X260CM;1;4,18;4,18;0,22;1;DINHEIRO;CUPOM MANUAL;HC BARBOSA;UD/JARD/PRES/DECOR;FIBRA LIMPEZA
;T CASA 01 - Matriz;2025;10;15/10/2025;VENDA CONSUMIDOR;21329;CAIXA LUZ 4X2 AMARELA - 57500044;3;1,393333333;4,18;0,11;3;BANCO;CUPOM MANUAL;HC BARBOSA;ELETRICO/ILUMINACAO;CAIXA LUZ
;T CASA 01 - Matriz;2025;10;17/10/2025;VENDA CONSUMIDOR;12668;PARAFUSO CAB.PANELA F.PHILLIPS;11;0,38;4,18;0;2;DINHEIRO;CUPOM MANUAL;HC BARBOSA;FERRAGENS/FECHADURAS;PARAFUSO
;T CASA 01 - Matriz;2025;10;24/10/2025;SUZELLY SILVA DA SILVA;21587;PLAFON BRANCO 100W E27;1;4,18;4,18;0,22;3;CARTÃO;DAV;HC BARBOSA;ELETRICO/ILUMINACAO;PLAFON
;T CASA 01 - Matriz;2025;7;08/07/2025;VENDA CONSUMIDOR;5365;TACA SOBREMESA LUNA;1;4,17;4,17;0;1;CARTÃO;CUPOM MANUAL;HC RENATA;UD/JARD/PRES/DECOR;TACA
;T CASA 01 - Matriz;2025;7;10/07/2025;FUNDACAO DE CIENCIA;11270;JOELHO SOLDA ROSCA 90GR;2;2,085;4,17;0,02;;A PRAZO;NFDAV;HC ALLAN;BASICO/HIDRAULICA;JOELHO
;T CASA 01 - Matriz;2025;7;10/07/2025;VENDA CONSUMIDOR;5493;NUMERO APARTAMENTO 9;1;4,15;4,15;0;1;CARTÃO;CUPOM MANUAL;HC RENATA;FERRAGENS/FECHADURAS;NUMERO
;T CASA 01 - Matriz;2025;9;06/09/2025;VENDA CONSUMIDOR;8121;ARRUELA LISA;5;0,83;4,15;0;1;DINHEIRO;CUPOM MANUAL;HC NAZARENO;FERRAGENS/FECHADURAS;ARRUELA
;T CASA 01 - Matriz;2025;7;01/07/2025;VENDA CONSUMIDOR;4985;ABRACADEIRA NYLON BRANCA 2,5X150MM;1;4,14;4,14;0,46;1;CARTÃO;DAV;HC BARBOSA;FERRAGENS/FECHADURAS;ABRACADEIRA
;T CASA 01 - Matriz;2025;7;15/07/2025;PADRAO;5746;FITA VEDA ROSCA 18MMX25M;1;4,14;4,14;0,46;1;BANCO;DAV;HC MARINETE;BASICO/HIDRAULICA;FITA VEDA ROSCA
;T CASA 01 - Matriz;2025;7;17/07/2025;PADA;5878;ROLO LA POLIPOP 09CM - 2009;1;4,14;4,14;0,46;1;CARTÃO;DAV;HC RENATO;TINTA/IMPERM/COMPLEM;ROLO
;T CASA 01 - Matriz;2025;9;07/09/2025;VENDA CONSUMIDOR;8190;FITA VEDA ROSCA 18MMX25M;1;4,14;4,14;0,46;1;CARTÃO;CUPOM MANUAL;HC RENATO;BASICO/HIDRAULICA;FITA VEDA ROSCA
;T CASA 01 - Matriz;2025;7;02/07/2025;VENDA CONSUMIDOR;5013;TERMINAL COMPRESSAO 16MM;1;4,13;4,13;0;1;DINHEIRO;CUPOM MANUAL;HC FRANCISCO;ELETRICO/ILUMINACAO;TERMINAL
;T CASA 01 - Matriz;2025;6;01/06/2025;VENDA CONSUMIDOR;3270;PARAFUSO FRANCES;4;1,03;4,12;0;1;CARTÃO;CUPOM MANUAL;HC MARINETE;FERRAGENS/FECHADURAS;PARAFUSO
;T CASA 01 - Matriz;2025;8;03/08/2025;VENDA CONSUMIDOR;6539;BUCHA REDUCAO ROSCA;1;4,12;4,12;0;1;BANCO;CUPOM MANUAL;HC MARIA RAIMUNDA;BASICO/HIDRAULICA;BUCHA
;T CASA 01 - Matriz;2025;9;25/09/2025;VENDA CONSUMIDOR;21100;PARAFUSO FRANCES;4;1,03;4,12;0;3;CARTÃO;CUPOM MANUAL;HC MILTON;FERRAGENS/FECHADURAS;PARAFUSO
;T CASA 01 - Matriz;2025;10;09/10/2025;VENDA CONSUMIDOR;12325;PARAFUSO FRANCES;4;1,03;4,12;0;2;DINHEIRO;CUPOM MANUAL;HC MARCELO;FERRAGENS/FECHADURAS;PARAFUSO
;T CASA 01 - Matriz;2025;4;07/04/2025;VENDA CONSUMIDOR;4043;PLAFON PRETO 100W E27;1;4,1;4,1;0;2;DINHEIRO;CUPOM MANUAL;HC RENATO;ELETRICO/ILUMINACAO;PLAFON
;T CASA 01 - Matriz;2025;4;20/04/2025;VENDA CONSUMIDOR;4876;PLAFON PRETO 100W E27;1;4,1;4,1;0;2;CARTÃO;CUPOM MANUAL;HC RENATA;ELETRICO/ILUMINACAO;PLAFON
;T CASA 01 - Matriz;2025;4;27/04/2025;VENDA CONSUMIDOR;5178;PLAFON PRETO 100W E27;1;4,1;4,1;0;2;DINHEIRO;CUPOM MANUAL;HC RENATO;ELETRICO/ILUMINACAO;PLAFON
;T CASA 01 - Matriz;2025;5;05/05/2025;VENDA CONSUMIDOR;2066;CORANTE LIQUIDO OCRE 50ML - 0680472;1;4,1;4,1;0;1;CARTÃO;CUPOM MANUAL;HC MILTON;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;05/05/2025;VENDA CONSUMIDOR;2095;CORANTE LIQUIDO VERMELHO 50ML - 0680475;1;4,1;4,1;0;1;DINHEIRO;CUPOM MANUAL;HC MARIA RAIMUNDA;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;05/05/2025;VENDA CONSUMIDOR;2095;CORANTE LIQUIDO PRETO 50ML - 0680473;1;4,1;4,1;0;1;DINHEIRO;CUPOM MANUAL;HC MARIA RAIMUNDA;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;06/05/2025;VENDA CONSUMIDOR;5524;ESPACADOR JUNTAPISO 2MM;1;4,1;4,1;0;2;BANCO;CUPOM MANUAL;HC FRANCISCO;FERRAGENS/FECHADURAS;ESPACADOR NIVELADOR
;T CASA 01 - Matriz;2025;5;07/05/2025;VENDA CONSUMIDOR;5565;CORANTE LIQUIDO PRETO 50ML - 0680473;1;4,1;4,1;0;2;CARTÃO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;07/05/2025;VENDA CONSUMIDOR;19052;CORANTE LIQUIDO VERMELHO 50ML - 0680475;1;4,1;4,1;0;3;CARTÃO;CUPOM MANUAL;HC WELLINGTON SILVA;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;08/05/2025;VENDA CONSUMIDOR;2285;CORANTE LIQUIDO VERDE 50ML;1;4,1;4,1;0;1;DINHEIRO;CUPOM MANUAL;HC MARINETE;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;08/05/2025;VENDA CONSUMIDOR;2288;CORANTE LIQUIDO LARANJA 50ML - 0680470;1;4,1;4,1;0;1;CARTÃO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;08/05/2025;VENDA CONSUMIDOR;2288;CORANTE LIQUIDO OCRE 50ML - 0680472;1;4,1;4,1;0;1;CARTÃO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;08/05/2025;VENDA CONSUMIDOR;2288;CORANTE LIQUIDO VERMELHO 50ML - 0680475;1;4,1;4,1;0;1;CARTÃO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;11/05/2025;VENDA CONSUMIDOR;5774;CORANTE LIQUIDO OCRE 50ML - 0680472;1;4,1;4,1;0;2;BANCO;CUPOM MANUAL;HC MARINETE;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;12/05/2025;VENDA CONSUMIDOR;5799;CORANTE LIQUIDO PRETO 50ML - 0680473;1;4,1;4,1;0;2;DINHEIRO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;13/05/2025;VENDA CONSUMIDOR;2413;CORANTE LIQUIDO OCRE 50ML - 0680472;1;4,1;4,1;0;1;CARTÃO;CUPOM MANUAL;HC NAZARENO;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;14/05/2025;VENDA CONSUMIDOR;5875;CORANTE LIQUIDO VERMELHO 50ML - 0680475;1;4,1;4,1;0;2;CARTÃO;CUPOM MANUAL;HC FRANCISCO;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;15/05/2025;VENDA CONSUMIDOR;2480;CORANTE LIQUIDO PRETO 50ML - 0680473;1;4,1;4,1;0;1;BANCO;CUPOM MANUAL;HC RENATA;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;17/05/2025;VENDA CONSUMIDOR;5989;CORANTE LIQUIDO PRETO 50ML - 0680473;1;4,1;4,1;0;2;CARTÃO;CUPOM MANUAL;HC MARIA RAIMUNDA;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;17/05/2025;VENDA CONSUMIDOR;2632;CORANTE LIQUIDO OCRE 50ML - 0680472;1;4,1;4,1;0;1;BANCO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;17/05/2025;VENDA CONSUMIDOR;2632;CORANTE LIQUIDO LARANJA 50ML - 0680470;1;4,1;4,1;0;1;BANCO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;17/05/2025;VENDA CONSUMIDOR;6001;BUCHA REDUCAO ROSCA;1;4,1;4,1;0;2;CARTÃO;CUPOM MANUAL;HC RENATA;BASICO/HIDRAULICA;BUCHA
;T CASA 01 - Matriz;2025;5;17/05/2025;VENDA CONSUMIDOR;6002;CORANTE LIQUIDO PRETO 50ML - 0680473;1;4,1;4,1;0;2;CARTÃO;CUPOM MANUAL;HC MARCELO;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;20/05/2025;VENDA CONSUMIDOR;6132;CORANTE LIQUIDO VERMELHO 50ML - 0680475;1;4,1;4,1;0;2;CARTÃO;CUPOM MANUAL;HC FRANCISCO;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;22/05/2025;VENDA CONSUMIDOR;19477;PLAFON PRETO 100W E27;1;4,1;4,1;0;3;DINHEIRO;CUPOM MANUAL;HC NAZARENO;ELETRICO/ILUMINACAO;PLAFON
;T CASA 01 - Matriz;2025;5;24/05/2025;VENDA CONSUMIDOR;2903;CORANTE LIQUIDO OCRE 50ML - 0680472;1;4,1;4,1;0;1;CARTÃO;CUPOM MANUAL;HC WELLINGTON SILVA;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;26/05/2025;VENDA CONSUMIDOR;19516;PARAF.MAQUINA FENDA SIMPLES CABECA CHATA;10;0,41;4,1;0;3;BANCO;CUPOM MANUAL;HC BARBOSA;FERRAGENS/FECHADURAS;PARAFUSO
;T CASA 01 - Matriz;2025;5;27/05/2025;VENDA CONSUMIDOR;3024;PARAFUSO CAB.CHATA DENT.PONTA BROCA;10;0,41;4,1;0;1;CARTÃO;CUPOM MANUAL;HC CESAR;FERRAGENS/FECHADURAS;PARAFUSO
;T CASA 01 - Matriz;2025;5;27/05/2025;VENDA CONSUMIDOR;19520;CORANTE LIQUIDO VERMELHO 50ML - 0680475;1;4,1;4,1;0;3;CARTÃO;CUPOM MANUAL;HC NAZARENO;TINTA/IMPERM/COMPLEM;CORANTE
;T CASA 01 - Matriz;2025;5;29/05/2025;VENDA CONSUMIDOR;19621;PARAF.MAQUINA FENDA SIMPLES CABECA CHATA;10;0,41;4,1;0;3;CARTÃO;CUPOM MANUAL;HC BARBOSA;FERRAGENS/FECHADURAS;PARAFUSO
;T CASA 01 - Matriz;2025;5;30/05/2025;VENDA CONSUMIDOR;3165;PLAFON PRETO 100W E27;1;4,1;4,1;0;1;CARTÃO;CUPOM MANUAL;HC BARBOSA;ELETRICO/ILUMINACAO;PLAFON
